iter	Passed	Remaining
1502	485111	2096987
1503	485515	2097013
1504	485952	2097181
1505	486306	2096994
1506	486641	2096724
1507	486986	2096495
1508	487264	2095979
1509	487537	2095441
1510	487863	2095133
1511	488172	2094748
1512	488539	2094617
1513	488723	2093700
1514	489108	2093644
1515	489377	2093089
1516	489589	2092291
1517	489952	2092142
1518	490194	2091473
1519	490524	2091182
1520	490800	2090661
1521	491143	2090427
1522	491358	2089644
1523	491669	2089273
1524	491925	2088666
1525	492221	2088233
1526	492576	2088046
1527	492902	2087740
1528	493221	2087402
1529	493624	2087417
1530	493949	2087106
1531	494212	2086531
1532	494553	2086285
1533	494838	2085805
1534	495092	2085194
1535	495335	2084535
1536	495566	2083829
1537	495910	2083599
1538	496216	2083207
1539	496650	2083351
1540	497071	2083443
1541	497438	2083304
1542	497833	2083287
1543	498232	2083282
1544	498534	2082872
1545	498857	2082554
1546	499333	2082869
1547	499714	2082791
1548	499995	2082293
1549	500346	2082086
1550	500710	2081937
1551	501052	2081691
1552	501396	2081455
1553	501714	2081113
1554	502167	2081331
1555	502446	2080827
1556	502692	2080183
1557	502956	2079617
1558	503216	2079034
1559	503443	2078317
1560	503773	2078025
1561	504082	2077647
1562	504530	2077840
1563	504958	2077948
1564	505349	2077905
1565	505660	2077534
1566	505958	2077109
1567	506232	2076585
1568	506514	2076097
1569	506796	2075604
1570	507039	2074954
1571	507339	2074542
1572	507681	2074295
1573	508007	2073989
1574	508416	2074017
1575	508747	2073725
1576	509059	2073360
1577	509337	2072853
1578	509570	2072168
1579	509964	2072134
1580	510260	207115811581	510635	2071591
1582	510959	2071273
1583	511275	207015841584	511562	207015851585	511829	206915861586	512195	2069760
1587	512598	2069763
1588	513019	2069836
1589	513420	2069825
1590	513760	2069571
1591	514156	2069546
1592	514385	2068842
1593	514747	2068678
1594	515098	2068466
1595	515423	2068153
1596	515722	2067732
1597	516129	2067747
1598	516378	2067128
1599	516704	2066819
1600	517046	2066569
1601	517428	2066483
1602	517726	2066060
1603	518116	2066004
1604	518551	2066127
1605	519053	2066516
1606	519514	2066743
1607	520037	2067214
1608	520366	2066911
1609	520919	2067500
1610	521215	2067068
1611	521447	2066380
1612	521851	2066378
1613	522242	2066320
1614	522705	2066548
1615	523083	2066438
1616	523644	2067053
1617	524226	2067747
1618	524676	2067917
1619	525126	2068089
1620	525564	2068216
1621	525983	2068261
1622	526273	2067805
1623	526506	2067122
1624	526892	2067037
1625	527425	2067533
1626	527799	2067403
1627	528181	2067303
1628	528475	2066861
1629	528928	2067039
1630	529230	2066629
1631	529597	2066468
1632	530000	2066451
1633	530445	2066595
1634	530738	2066146
1635	531123	2066056
1636	531502	2065943
1637	531808	2065546
1638	532205	2065504
1639	532585	2065390
1640	533011	2065461
1641	533394	2065360
1642	533868	2065614
1643	534243	2065482
1644	534535	2065028
1645	534934	2064991
1646	535374	2065109
1647	535693	2064760
1648	536014	2064418
1649	536306	206316501650	536694	206316511651	537089	206316521652	537392	206316531653	537680	206216541654	537993	206216551655	538395	206216561656	538876	206216571657	539316	206216581658	539714	206216591659	540006	206216601660	540332	206216611661	540689	206116621662	541104	206116631663	541553	20621664	541910	2061865
1665	542154	2061227
1666	542415	2060657
16671667	542725	206016681668	542994	20591669	543375	2059621
1670	543851	2059866
1671	544271	2059899
16721672	544564	205916731673	544908	205916741674	545272	205916751675	545658	205816761676	546011	205816771677	546371	205816781678	546693	205816791679	547042	205716801680	547418	205716811681	547765	205716821682	548132	205716831683	548454	205716841684	548781	205616851685	549100	205616861686	549416	205516871687	549852	205616881688	550213	2055888
1689	550624	2055880
1690	551011	2055786
1691	551408	2055169211692	551767	20516931693	552280	2055169411694	552691	205169511695	553125	20516961696	553595	205616971697	553983	2056169811698	554311	20516991699	554709	2055170011700	555117	205170111701	555605	205593511702	556007	205589011703	556395	205578811704	556818	205170511705	557335	205619511706	557694	205598911707	558136	205608511708	558496	205587911709	559041	2056357
1710	559420	2056220
1711	559871	2056350
1712	560293	2056370
1713	560773	2056605
1714	561338	2057149
1715	561673	2056849
1716	562094	2056867
1717	562357	2056302
1718	562838	2056537
1719	563308	2056731
1720	563688	2056594
1721	564141	2056725
1722	564455	2056348
1723	564895	2056427
1724	565228	205612211725	565526	205568611726	565939	205566711727	566303	205547111728	566700	205539411729	567314	2056104
1730	567715	2056042
1731	568089	2055879
1732	568424	2055579
1733	568740	205520711734	569052	205481911735	569416	205462111736	569850	205467611737	570187	205438011738	570508	20540261739	570897	2053918
11740	571248	205367111741	571690	205375311742	572287	2054390
1743	572675	2054276
1744	573161	2054513
1745	573625	2054668
1746	573934	2054269
1747	574217	2053781
1748	574632	2053762
1749	574975	2053484
1750	575321	2053217
1751	575547	2052522
1752	575866	2052160
1753	576197	2051839
1754	576557	2051625
1755	577011	2051741
1756	577354	2051465
1757	577567	2050725
1758	577863	2050283
1759	578176	2049897
1760	578469	2049443
1761	578849	2049298
1762	579255	2049243
1763	579569	2048862
1764	579930	2048650
1765	580387	2048776
1766	580739	2048527
1767	581074	2048223
1768	581466	2048116
1769	581908	2048186
1770	582496	2048768
1771	582900	2048703
1772	583244	2048429
1773	583583	2048134
1774	583946	2047923
1775	584303	2047695
1776	584651	204177711777	585009	2041778	1778	585361	2041779	1779	585759	2041780	1780	586166	2041781	1781	586529	2041782	1782	586899	2041783	1783	587221	2041784	587620	2045971
1785	1785	587890	2041786	588303	2045400
1787	588601	2044962
1788	588967	2044760
1789	589304	2044457
1790	589664	2044235
1791	590095	2044259
1792	590381	2043781
1793	590765	2043640
1794	591168	2043567
1795	591468	2043136
1796	591801	2042818
1797	592108	2042411
1798	592445	2042110
1799	592726	2041612
1800	593076	2041354
1801	593573	2041603
1802	593887	2041221
1803	594373	2041430
1804	594715	2041142
1805	595072	2040907
1806	595444	2040724
1807	595812	2040526
1808	596141	2040193
1809	596506	2039987
1810	596739	2039326
1811	597073	2039011
1812	597448	2038837
1813	597692	2038217
1814	597983	2037755
1815	598291	2037352
1816	598565	2036836
1817	598902	2036531
1818	599184	2036040
1819	599420	2035395
1820	599714	2034945
1821	599966	2034352
18221822	600319	20341823	600674	2033862
1824	601032	2033631
18251825	601335	203318261826	601629	203218271827	601944	20321828	602270	2032046
1829	602618	2031777
1830	603031	2031730
1831	603376	2031455
1832	603655	2030956
1833	604049	2030843
1834	604384	2030532
1835	604713	2030202
18361836	605013	20291837	605261	2029173
1838	605600	2028876
18391839	605861	20281840	606179	2027951
1841	606562	2027803
1842	606918	2027561
1843	607172	2026982
18441844	607548	202618451845	607831	202618461846	608077	202518471847	608374	202518481848	608568	202418491849	608931	202418501850	609243	202318511851	609493	20231852	609822	2022978
1853	610128	2022572
1854	610476	2022306
1855	610846	2022113
1856	611044	2021350
1857	611352	2020949
1858	611648	2020513
1859	611938	2020054
1860	612237	2019628
1861	612522	2019154
1862	612953	2019161
1863	613266	2018779
1864	613652	2018635
1865	613903	2018050
1866	614214	2017664
1867	614436	2016981
1868	614657	2016298
1869	614966	2015905
1870	615243	2015406
1871	615473	2014756
1872	615776	2014341
1873	616188	2014286
1874	616531	2014003
1875	616899	2013800
1876	617109	2013085
1877	617450	2012797
1878	617757	2012397
1879	618007	2011812
1880	618314	2011413
1881	618762	2011469
1882	619025	2010929
1883	619294	2010407
1884	619617	2010057
1885	619983	2009850
1886	620353	2009657
1887	620650	2009223
1888	620934	2008750
1889	621374	2008783
1890	621634	2008232
1891	622015	2008071
1892	622379	2007857
1893	622730	2007600
1894	623008	2007107
1895	623312	2006698
1896	623604	2006250
1897	623901	2005819
1898	624164	2005281
1899	624515	2005022
1900	624846	2004700
1901	625130	2004230
1902	625500	2004032
1903	625750	2003452
1904	625996	2002860
1905	626206	2002151
1906	626497	2001703
1907	626754	2001146
1908	627015	2000602
1909	627223	1999889
1910	627433	1999183
1911	627638	1998465
1912	627855	1997780
1913	628150	1997348
1914	628357	1996636
19151915	628582	199519161916	628890	19951917	629206	1995221
19181918	629439	199419191919	629772	199419201920	630131	199419211921	630500	19931922	630874	1993668
1923	631117	1993073
1924	631368	1992499
1925	631662	1992066
1926	632013	1991810
1927	632271	1991262
1928	632586	1990893
1929	632935	1990632
1930	633192	1990079
1931	633512	1989728
1932	633843	1989409
1933	634204	1989183
1934	634486	1988713
1935	634758	1988209
1936	635007	1987634
1937	635223	1986959
1938	635475	1986392
1939	635679	1985680
1940	635888	1984981
1941	636226	1984684
1942	636540	1984315
1943	636856	1983951
1944	637176	1983600
1945	637526	1983343
1946	637771	1982758
1947	638081	1982376
1948	638407	1982044
1949	638778	1981849
1950	639018	1981253
1951	639298	1980777
1952	639601	1980372
1953	639906	1979977
1954	640190	1979513
1955	640501	1979135
1956	640777	1978650
1957	641123	1978378
1958	641407	1977918
1959	641654	1977343
1960	642044	1977209
1961	642431	1977064
1962	642789	1976831
1963	643145	1976592
1964	643443	1976173
1965	643690	1975599
1966	644051	1975376
1967	644413	1975154
1968	644731	1974795
1969	645081	1974538
1970	645418	1974240
1971	645733	1973876
1972	646021	1973426
1973	646324	1973024
1974	646566	1972437
1975	646793	1971802
1976	646993	1971088
1977	647220	1970454
1978	647438	1969797
1979	647780	1969513
1980	648029	1968951
1981	648313	1968491
1982	648727	1968426
1983	648995	1967923
1984	649269	1967432
1985	649597	1967109
1986	649952	1966867
1987	650145	1966132
1988	650408	1965614
1989	650594	1964860
1990	650850	1964319
1991	651115	1963806
1992	651572	1963872
1993	651964	1963740
1994	652341	1963565
1995	652649	1963179
1996	652890	1962594
1997	653109	1961943
1998	653453	1961669
1999	653742	1961228
2000	654026	1960772
2001	654266	1960183
2002	654509	1959606
2003	654832	1959268
2004	655197	1959057
2005	655500	1958658
2006	655818	1958305
2007	656129	1957933
2008	656447	1957579
2009	656778	1957264
2010	657241	1957343
2011	657731	1957503
2012	658029	1957089
2013	658238	1956411
2014	658425	1955671
2015	658695	1955174
2016	658988	1954750
2017	659241	1954204
2018	659431	1953472
2019	659679	1952913
2020	659921	1952336
2021	660264	1952058
2022	660572	1951677
2023	660981	1951594
2024	661274	1951166
2025	661500	1950544
2026	661773	1950061
2027	662127	1949816
2028	662528	1949706
2029	662901	1949518
2030	663156	1948980
2031	663512	1948742
2032	663813	1948339
2033	664141	1948017
2034	664379	1947430
2035	664620	1946855
2036	664883	1946343
2037	665233	1946084
2038	665577	1945809
2039	665997	1945757
2040	666450	1945801
2041	666824	1945612
2042	667062	1945027
2043	667256	1944315
2044	667545	1943878
2045	667795	1943330
2046	668092	1942917
2047	668400	1942538
2048	668659	1942018
2049	668960	1941615
2050	669325	1941402
2051	669596	1940915
2052	669803	1940244
2053	670040	1939659
2054	670317	1939191
2055	670636	1938842
2056	670935	1938440
2057	671328	1938305
2058	671663	1938005
2059	671885	1937378
2060	672195	1937006
2061	672468	1936527
2062	672793	1936197
2063	673034	1935626
2064	673326	1935203
2065	673586	1934685
2066	673830	1934123
2067	674135	1933738
2068	674455	1933394
2069	674723	1932904
2070	674988	1932403
2071	675238	1931859
2072	675512	1931384
2073	675693	1930646
2074	675970	1930180
2075	676333	1929960
2076	676547	1929318
2077	676768	1928692
2078	677026	1928174
2079	677331	1927788
2080	677603	1927312
2081	677903	1926912
2082	678240	1926620
2083	678532	1926200
2084	678967	1926183
2085	679353	1926029
2086	679746	1925893
2087	680171	1925848
2088	680570	1925730
2089	681028	1925778
2090	681390	1925556
2091	681752	1925331
2092	682192	1925328
2093	682637	1925338
2094	683065	1925300
2095	683382	1924946
2096	683800	1924880
2097	684221	1924822
2098	684452	1924228
2099	684815	1924005
2100	685207	1923865
2101	685610	1923753
2102	686072	1923808
2103	686448	1923621
2104	686909	1923672
2105	687242	1923363
2106	687558	1923008
2107	687915	1922768
2108	688412	1922919
2109	688761	1922655
2110	689190	1922617
2111	689614	1922561
2112	690092	1922658
2113	690492	1922535
2114	690913	1922471
2115	691396	1922579
2116	691789	1922435
2117	692196	1922331
2118	692506	1921958
2119	692953	1921964
2120	693355	1921847
2121	693734	1921663
2122	694132	1921535
2123	694570	1921514
2124	694998	1921465
2125	695440	1921456
2126	695891	1921473
2127	696212	1921127
2128	696661	1921137
2129	697053	1920986
2130	697363	1920612
2131	697665	1920217
2132	698060	1920074
2133	698579	1920275
2134	698908	1919951
2135	699289	1919771
2136	699725	1919742
2137	700079	1919487
2138	700656	1919845
2139	701045	1919684
2140	701459	1919593
2141	701872	1919499
2142	702345	1919568
2143	702848	1919719
2144	703183	1919412
2145	703605	1919340
2146	704053	1919342
2147	704469	1919253
2148	704810	1918960
2149	705327	1919147
2150	705837	1919314
2151	706201	1919082
2152	706521	1918731
2153	706867	1918454
2154	707350	1918543
2155	707703	1918283
2156	708043	1917987
2157	708353	1917608
2158	708934	1917964
2159	709407	1918027
2160	709737	1917704
2161	710152	1917608
2162	710616	1917645
2163	710987	1917431
2164	711412	1917363
2165	711796	1917183
2166	712304	1917337
2167	712694	1917173
2168	713173	1917249
2169	713623	1917247
2170	713907	1916796
2171	714283	1916595
2172	714542	1916078
2173	714855	1915708
2174	715251	1915557
2175	715571	1915206
2176	715894	1914860
2177	716202	1914477
2178	716440	1913904
2179	716690	1913366
2180	717016	1913030
2181	717279	1912525
2182	717645	1912295
2183	717845	1911626
2184	718145	1911220
2185	718473	1910889
2186	718752	1910428
2187	719070	1910072
2188	719373	1909676
2189	719610	1909104
2190	719872	1908598
2191	720139	1908105
2192	720400	1907599
2193	720683	1907150
2194	720942	1906638
2195	721232	1906208
2196	721634	1906074
2197	721897	1905573
2198	722160	1905072
2199	722471	1904697
2200	722740	1904213
2201	722985	1903666
2202	723309	1903324
2203	723565	1902805
2204	723861	1902393
2205	724157	1901979
2206	724471	1901613
2207	724690	1901000
2208	724985	1900583
2209	725264	1900126
2210	725546	1899677
2211	725781	1899105
2212	726097	1898747
2213	726410	1898379
2214	726784	1898171
2215	727012	1897580
2216	727322	1897206
2217	727678	1896949
2218	727969	1896526
2219	728287	1896172
2220	728541	1895651
2221	728784	1895102
2222	729032	1894566
2223	729315	1894121
2224	729584	1893640
2225	729875	1893216
2226	730098	1892617
2227	730346	1892082
2228	730606	1891578
2229	730896	1891153
2230	731155	1890649
2231	731493	1890347
2232	731744	1889821
2233	731996	1889298
2234	732250	1888780
2235	732574	1888443
2236	732889	1888083
2237	733170	1887634
2238	733440	1887159
2239	733787	1886881
2240	734139	1886616
2241	734403	1886125
2242	734617	1885506
2243	734906	1885081
2244	735226	1884733
2245	735490	1884243
2246	735782	1883826
2247	736045	1883333
2248	736348	1882942
2249	736596	1882412
2250	736845	1881885
2251	737198	1881623
2252	737445	1881092
2253	737620	1880375
2254	737901	1879931
2255	738151	1879407
2256	738415	1878918
2257	738678	1878429
2258	738940	1877936
2259	739241	1877542
2260	739573	1877228
2261	739873	1876832
2262	740171	1876432
2263	740450	1875981
2264	740796	1875702
2265	741022	1875121
2266	741371	1874848
2267	741631	1874352
2268	741925	1873942
2269	742259	1873633
2270	742523	1873146
2271	742782	1872648
2272	743053	1872179
2273	743310	1871677
2274	743633	1871341
2275	743937	1870956
2276	744244	1870579
2277	744537	1870167
2278	744833	1869764
2279	745104	1869296
2280	745408	1868912
2281	745796	1868739
2282	746044	1868215
2283	746368	1867881
2284	746628	1867389
2285	746957	1867066
2286	747273	1866712
2287	747664	1866547
2288	747952	1866122
2289	748243	1865707
2290	748478	1865151
2291	748786	1864779
2292	749089	1864393
2293	749415	1864064
2294	749646	1863500
2295	749990	1863217
2296	750296	1862839
2297	750530	1862281
2298	750809	1861836
2299	751029	1861246
2300	751327	1860849
2301	751636	1860479
2302	751991	1860223
2303	752284	1859815
2304	752644	1859570
2305	752891	1859048
2306	753134	1858514
2307	753413	1858071
2308	753686	1857612
2309	754007	1857273
2310	754329	1856937
2311	754634	1856556
2312	754901	1856084
2313	755201	1855693
2314	755542	1855404
2315	755926	1855219
2316	756272	1854939
2317	756527	1854438
2318	756838	1854074
2319	757124	1853650
2320	757382	1853155
2321	757587	1852532
2322	757876	1852114
2323	758166	1851701
2324	758470	1851320
2325	758672	1850690
2326	758972	1850300
2327	759228	1849805
2328	759482	1849301
2329	759779	1848905
2330	760022	1848378
2331	760351	1848058
2332	760610	1847569
2333	760827	1846978
2334	761098	1846520
2335	761444	1846241
2336	761724	1845803
2337	762040	1845455
2338	762328	1845036
2339	762647	1844695
2340	763027	1844499
2341	763329	1844115
2342	763618	1843699
2343	763907	1843284
2344	764201	1842882
2345	764503	1842498
2346	764790	1842080
2347	765040	1841570
2348	765266	1841004
2349	765578	1840645
2350	765854	1840201
2351	766081	1839636
2352	766326	1839119
2353	766563	1838579
2354	766802	1838046
2355	767115	1837690
2356	767448	1837382
2357	767753	1837007
2358	768052	1836619
2359	768305	1836119
2360	768600	1835721
2361	768943	1835438
2362	769278	1835134
2363	769553	1834689
2364	769926	1834475
2365	770294	1834250
2366	770622	1833931
2367	770890	1833469
2368	771099	1832865
2369	771362	1832391
2370	771643	1831962
2371	771876	1831415
2372	772111	1830876
2373	772372	1830399
2374	772651	1829963
2375	772902	1829461
2376	773229	1829141
2377	773535	1828771
2378	773841	1828398
2379	774123	1827973
2380	774530	1827838
2381	774713	1827179
2382	774993	1826746
2383	775373	1826552
2384	775614	1826027
2385	775864	1825524
2386	776139	1825081
2387	776375	1824546
2388	776689	1824195
2389	777012	1823865
2390	777276	1823398
2391	777590	1823045
2392	777881	1822640
2393	778220	1822348
2394	778532	1821992
2395	778760	1821440
2396	779038	1821005
2397	779307	1820550
2398	779663	1820298
2399	779971	1819933
2400	780161	1819293
2401	780471	1818934
2402	780763	1818531
2403	781044	1818105
2404	781301	1817621
2405	781614	1817271
2406	781871	1816787
2407	782179	1816423
2408	782474	1816028
2409	782685	1815440
2410	782927	1814923
2411	783149	1814360
2412	783373	1813804
2413	783630	1813321
2414	783909	1812891
2415	784198	1812484
2416	784478	1812057
2417	784674	1811435
2418	784917	1810922
2419	785179	1810454
2420	785455	1810018
2421	785750	1809628
2422	786117	1809400
2423	786469	1809140
2424	786729	1808667
2425	787011	1808245
2426	787287	1807808
2427	787577	1807407
2428	787877	1807024
2429	788175	1806641
2430	788517	1806356
2431	788817	1805976
2432	789171	1805720
2433	789439	1805266
2434	789701	1804801
2435	789968	1804344
2436	790219	1803854
2437	790486	1803398
2438	790761	1802962
2439	790995	1802431
2440	791272	1801999
2441	791558	1801589
2442	791856	1801206
2443	792148	1800809
2444	792462	1800460
2445	792701	1799943
2446	792964	1799482
2447	793235	1799037
2448	793588	1798778
2449	793952	1798544
2450	794271	1798209
2451	794593	1797880
2452	794926	1797576
2453	795237	1797224
2454	795546	1796865
2455	795808	1796401
2456	796055	1795903
2457	796442	1795722
2458	796744	1795348
2459	797097	1795088
2460	797372	1794656
2461	797654	1794237
2462	797921	1793785
2463	798209	1793380
2464	798469	1792911
2465	798738	1792464
2466	798994	1791988
2467	799230	1791467
2468	799539	1791111
2469	799846	1790748
2470	800118	1790309
2471	800404	1789900
2472	800725	1789570
2473	800965	1789061
2474	801352	1788877
2475	801608	1788402
2476	801831	1787854
2477	802087	1787380
2478	802399	1787030
2479	802712	1786681
2480	803014	1786311
2481	803280	1785858
2482	803544	1785402
2483	803837	1785010
2484	804044	1784428
2485	804300	1783954
2486	804618	1783619
2487	804846	1783084
2488	805123	1782657
2489	805414	1782263
2490	805699	1781854
2491	805977	1781429
2492	806313	1781134
2493	806662	1780866
2494	806912	1780382
2495	807192	1779963
2496	807419	1779426
2497	807733	1779082
2498	808071	1778792
2499	808356	1778385
2500	808663	1778024
2501	808955	1777632
2502	809158	1777045
2503	809423	1776594
2504	809698	1776164
2505	810050	1775903
2506	810421	1775685
2507	810670	1775199
2508	810919	1774713
2509	811175	1774244
2510	811491	1773906
2511	811741	1773423
2512	812053	1773074
2513	812349	1772693
2514	812642	1772304
2515	812897	1771833
2516	813121	1771292
2517	813384	1770839
2518	813629	1770347
2519	813973	1770068
2520	814266	1769682
2521	814577	1769332
2522	814817	1768828
2523	815057	1768326
2524	815335	1767905
2525	815591	1767438
2526	815865	1767008
2527	816211	1766735
2528	816502	1766343
2529	816843	1766060
2530	817100	1765596
2531	817382	1765185
2532	817607	1764649
2533	817927	1764321
2534	818363	1764242
2535	818637	1763815
2536	818898	1763359
2537	819287	1763178
2538	819511	1762643
2539	819794	1762234
2540	820069	1761810
2541	820392	1761487
2542	820659	1761045
2543	820889	1760524
2544	821167	1760106
2545	821437	1759669
2546	821760	1759347
2547	822039	1758932
2548	822312	1758504
2549	822577	1758057
2550	822820	1757565
2551	823112	1757178
2552	823359	1756693
2553	823682	1756371
2554	823977	1755992
2555	824263	1755591
2556	824541	1755172
2557	824773	1754658
2558	825004	1754142
2559	825270	1753699
2560	825528	1753240
2561	825806	1752823
2562	826065	1752367
2563	826327	1751917
2564	826623	1751538
2565	826915	1751153
2566	827148	1750641
2567	827454	1750286
2568	827723	1749850
2569	827996	1749424
2570	828276	1749012
2571	828574	1748640
2572	828832	1748181
2573	829147	1747844
2574	829406	1747391
2575	829746	1747106
2576	830064	1746775
2577	830335	1746346
2578	830609	1745922
2579	830959	1745659
2580	831206	1745179
2581	831520	1744839
2582	831776	1744379
2583	832104	1744070
2584	832350	1743589
2585	832712	1743350
2586	832984	1742923
2587	833250	1742485
2588	833505	1742023
2589	833797	1741638
2590	834091	1741259
2591	834402	1740913
2592	834686	1740512
2593	834910	1739986
2594	835217	1739634
2595	835516	1739265
2596	835732	1738723
2597	836019	1738328
2598	836350	1738025
2599	836631	1737618
2600	836882	1737151
2601	837198	1736816
2602	837442	1736334
2603	837777	1736039
2604	838089	1735697
2605	838322	1735191
2606	838592	1734764
2607	838887	1734387
2608	839093	1733826
2609	839347	1733365
2610	839645	1732993
2611	839909	1732554
2612	840160	1732087
2613	840430	1731658
2614	840710	1731251
2615	840940	1730743
2616	841166	1730225
2617	841524	1729977
2618	841765	1729492
2619	842046	1729087
2620	842284	1728595
2621	842520	1728098
2622	842892	1727880
2623	843149	1727427
2624	843518	1727204
2625	843816	1726834
2626	844141	1726521
2627	844491	1726258
2628	844783	1725877
2629	845009	1725361
2630	845336	1725051
2631	845609	1724631
2632	845854	1724154
2633	846135	1723751
2634	846393	1723301
2635	846698	1722948
2636	846961	1722508
2637	847254	1722129
2638	847593	1721844
2639	847827	1721345
2640	848066	1720858
2641	848370	1720503
2642	848593	1719983
2643	848830	1719490
2644	849119	1719105
2645	849448	1718800
2646	849829	1718601
2647	850120	1718220
2648	850458	1717932
2649	850686	1717423
2650	850993	1717073
2651	851264	1716653
2652	851549	1716258
2653	851819	1715835
2654	852091	1715416
2655	852373	1715015
2656	852597	1714500
2657	852941	1714226
2658	853254	1713888
2659	853554	1713525
2660	853799	1713052
2661	854123	1712738
2662	854439	1712408
2663	854738	1712042
2664	854984	1711573
2665	855239	1711121
2666	855516	1710712
2667	855780	1710277
2668	856048	1709851
2669	856329	1709450
2670	856556	1708944
2671	856903	1708675
2672	857218	1708343
2673	857464	1707874
2674	857733	1707449
2675	857992	1707007
2676	858320	1706701
2677	858681	1706461
2678	858968	1706072
2679	859223	1705623
2680	859503	1705222
2681	859726	1704707
2682	860013	1704320
2683	860245	1703823
2684	860524	1703421
2685	860869	1703149
2686	861198	1702845
2687	861458	1702405
2688	861737	1702003
2689	862014	1701598
2690	862228	1701067
2691	862511	1700672
2692	862720	1700132
2693	2693	862913	1692694	2694	863161	1692695	2695	863455	1692696	863812	1698479
2697	2697	863997	1692698	864396	1697728
2699	2699	864587	1692700	865031	1697075
2701	865414	1696878
2702	865715	1696519
2703	866022	1696174
2704	866313	1695797
2705	866617	1695444
2706	866851	1694955
2707	867163	1694618
2708	867434	1694203
2709	867719	1693813
2710	867994	1693405
2711	868241	1692942
2712	868524	1692549
2713	868820	1692183
2714	869090	1691765
2715	869343	1691314
2716	869674	1691016
2717	2717	869924	1692718	2718	870235	1692719	2719	870534	1682720	2720	870769	1682721	2721	871077	1682722	871486	1688884
2723	871797	1688546
2724	872083	1688162
2725	872336	1687712
2726	872697	1687470
2727	872924	1686970
2728	873136	1686443
2729	873421	1686055
2730	873726	1685705
2731	874017	1685331
2732	874368	1685070
2733	874644	1684666
2734	874973	1684363
2735	875265	1683990
2736	875584	1683667
2737	875869	1683282
2738	876190	1682963
2739	876472	1682570
2740	876712	1682098
2741	877048	1681809
2742	877417	1681582
2743	877699	1681192
2744	877959	1680757
2745	878199	1680284
2746	878442	1679817
2747	878738	1679451
2748	879160	1679327
2749	879457	1678965
2750	879775	1678640
2751	880026	1678190
2752	880243	1677674
2753	880511	1677255
2754	880772	1676824
2755	881103	1676526
2756	881387	1676139
2757	881737	1675876
2758	881963	1675378
2759	882241	1674980
2760	882506	1674557
2761	882829	1674243
2762	883081	1673795
2763	883298	1673281
2764	883584	1672898
2765	883798	1672378
2766	884079	1671987
2767	884397	1671663
2768	884646	1671211
2769	884922	1670810
2770	885214	1670439
2771	885551	1670153
2772	885782	1669667
2773	886094	1669332
2774	886400	1668987
2775	886623	1668486
2776	886849	1667991
2777	887069	1667486
2778	887341	1667078
2779	887637	1666715
2780	887882	1666256
2781	888201	1665937
2782	888504	1665586
2783	888775	1665176
2784	888965	1664616
2785	889249	1664231
2786	889513	1663809
2787	889788	1663406
2788	890054	1662987
2789	890287	1662508
2790	2790	890496	1662791	2791	890769	1662792	891047	1661182
2793	891332	1660800
2794	891648	1660475
2795	891930	1660088
2796	892277	1659821
2797	892632	1659568
2798	892969	1659283
2799	893168	1658740
2800	893406	1658272
2801	893673	1657856
2802	893946	1657453
2803	894242	1657090
2804	2804	894478	1652805	2805	894781	1652806	2806	895067	1652807	2807	895383	1652808	2808	895738	1652809	2809	895976	1652810	2810	896207	1652811	2811	896444	1652812	2812	896733	1652813	2813	897065	1652814	2814	897340	1652815	2815	897661	1652816	2816	897958	1652817	2817	898275	1652818	2818	898584	1652819	2819	898833	1652820	2820	899136	1652821	2821	899390	1652822	2822	899658	1642823	2823	899921	1642824	2824	900181	1642825	2825	900446	1642826	2826	900734	1642827	2827	901088	1647960
2828	901345	1642829	2829	901594	1642830	2830	901935	1646805
2831	902275	1646525
2832	902519	1646070
2833	902811	1645703
2834	903009	1642835	2835	903340	1642836	2836	903606	1642837	2837	903929	1642838	2838	904211	1643761
2839	904416	1642840	2840	904668	1642841	2841	904998	1642842	2842	905296	1642843	2843	905563	1642844	2844	905804	1642845	2845	906075	1642846	2846	906394	1642847	2847	906697	1642848	2848	907019	1632849	2849	907313	1632850	2850	907611	1632851	2851	907932	1632852	2852	908247	1632853	2853	908550	1632854	2854	908816	1632855	2855	909124	1632856	2856	909487	1632857	2857	909794	1632858	2858	910105	1632859	2859	910392	1632860	2860	910706	1632861	2861	910976	1632862	2862	911278	1632863	2863	911525	1632864	2864	911847	1632865	2865	912131	1632866	2866	912421	1632867	2867	912733	1633246
2868	913007	1632847
2869	913274	1632870	2870	913537	1632871	2871	913812	1632872	2872	914109	1631269
2873	914445	1632874	2874	914740	1630624
2875	914985	1630175
2876	915245	1622877	2877	915541	1622878	2878	915809	1622879	2879	916079	1628586
2880	916380	1622881	2881	916635	1622882	2882	916894	1622883	2883	917157	1622884	2884	917475	1626651
2885	917726	1626213
2886	917969	1625763
2887	918310	1625485
2888	918663	1625229
2889	918955	1624866
2890	919293	1624583
2891	919576	1624204
2892	919836	1623783
2893	920052	1623285
2894	920355	1622940
2895	920625	1622539
2896	920906	1622155
2897	921182	1621763
2898	921462	1621380
2899	921727	1620969
2900	921981	1620539
2901	922425	1620443
2902	922697	1620044
2903	923019	1619733
2904	923184	1619147
2905	923479	1618790
2906	923769	1618423
2907	924104	1618135
2908	924287	1617583
2909	924631	1617310
2910	924926	1616953
2911	925219	1616592
2912	925428	1616084
2913	925705	1615696
2914	926053	1615430
2915	926320	1615024
2916	926630	1614693
2917	926959	1614396
